model,seed,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,macro_fpr,macro_fnr,binary_fpr,binary_fnr
logistic_regression,42,0.6550672885390857,0.3180796668302047,0.33191122137847573,0.3027292537262583,0.6708753366645203,0.03971480910318014,0.6680887786215243,0.3978108108108108,0.04008206123709521
logistic_regression,123,0.6550672885390857,0.3180796668302047,0.33191122137847573,0.3027292537262583,0.6708753366645203,0.03971480910318014,0.6680887786215243,0.3978108108108108,0.04008206123709521
logistic_regression,456,0.6550672885390857,0.3180796668302047,0.33191122137847573,0.3027292537262583,0.6708753366645203,0.03971480910318014,0.6680887786215243,0.3978108108108108,0.04008206123709521
random_forest,42,0.7626439294563475,0.5687583666414033,0.48653206163421336,0.4581527991100419,0.7745419675112613,0.02698430606540776,0.5134679383657866,0.24386486486486486,0.02336098120532957
random_forest,123,0.7630447456638974,0.581052185075998,0.4904370831373816,0.46488356769456185,0.7745800824806786,0.026972071609047348,0.5095629168626183,0.24497297297297296,0.023956586958439954
random_forest,456,0.7615143565077978,0.5902241559860573,0.4885354068195486,0.4599559782308901,0.7744735289162802,0.02700265419420248,0.5114645931804513,0.24537837837837836,0.021772699197035207
